Student ID,Unit Number,Comments,Satisfaction
1371,42,the freedom and no exam,5
1359,103,Good independence for students,5
1362,95,This project helped us experience more real-life consulting through the chosen business.,5
1372,347,"- case study (using the lab)
- psychology aspects",5
220,287,Being able to be on Facebook and be doing homework at the same time,5
1371,122,the group project was an interesting project and made us think differently than engineers usually do,5
1373,194,- No Exam - Group work,5
1374,219,The design aspect of this unit. Designing a real <> and understanding the effects a <> produces on <> was very interesting.,5
1362,458,"The group work, and interaction in class was very helpful.",5
1357,7,everything,5
1375,485,"Lectures and tutes, <> is fantastic",5
1376,41,Learning about prototyping and its benefits can prove to be very advantageous not just for <> or <> students. But for those from any discipline.,5
1363,556,good recordings and attention paid when there is no recording,5
1377,7,2+2 is 4 minus 1 das 3 quick mafs,5
215,19,the tutorials were the best aspect yet its not hard.,5
1375,406,The assignments,5
1375,102,The peer assessment was a good exercise,5
1378,463,The use of illustrator and photoshop in projects,5
1379,13,"I really liked the weekly quizes, it was a great motivation to make sure I kept on top of the content and to test my knowledge. I also felt that the group assignment instructions was clear and all the staff wanted us to get the best possible result.",5
1380,557,Good structure,5
1381,35,<> is lovely and was always understanding and willing to help.,5
1382,10,I liked how interactive the lectures were and the way the content was delivered and organised,5
222,443,Learning was always relevant and prompt.,5
236,116,class interactions,5
223,181,"The majority of content was really interesting. I loved the stuff that demonstrated how bias people are. And the ways in which they were bias. The phrase ""correlation does not prove causality"" will stick with me forever.",5
1383,115,Tutorials,5
1384,121,Good hands on experience of the operation of the robotic arm and the robotic assembly project was good.,5
236,15,The tutor,5
236,95,The tutor,5
1385,255,Some of the teachings in this unit might be useful in an IT job.,5
218,207,"The flow between topics was really good, plus an engaging teacher helped the unit to be more interesting",5
